id,sub_objetivo,genero,lugar,nivel,dias,fase_mes,es_prueba,nombre
1303,Recomposición,Chicas,Mancuernas y gomas,Principiante,3,3,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS
1306,Recomposición,Chicas,Mancuernas y gomas,Principiante,3,4,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS
1312,Recomposición,Chicas,Mancuernas y gomas,Principiante,3,5,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-3 DÍAS
1316,Recomposición,Chicas,Mancuernas y gomas,Principiante,3,6,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-3 DIAS
1296,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,1,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS
1298,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,2,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS
1302,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,3,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS
1305,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,4,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS
1310,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,5,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-4 DÍAS
1313,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,6,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-4 DIAS
1317,Recomposición,Chicas,Mancuernas y gomas,Principiante,4,,SÍ,RECOMPOSICION-sss
1293,Recomposición,Chicas,Mancuernas y gomas,Principiante,5,1,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS
1297,Recomposición,Chicas,Mancuernas y gomas,Principiante,5,2,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS
1301,Recomposición,Chicas,Mancuernas y gomas,Principiante,5,3,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS
1308,Recomposición,Chicas,Mancuernas y gomas,Principiante,5,4,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS
1311,Recomposición,Chicas,Mancuernas y gomas,Principiante,5,5,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-5 DÍAS
1315,Recomposición,Chicas,Mancuernas y gomas,Principiante,5,6,,RECOMPOSICION-CHICAS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-5 DIAS
1073,Recomposición,Chicas,Solo gomas,Avanzado,2,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-2 DIAS
1082,Recomposición,Chicas,Solo gomas,Avanzado,2,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS
1321,Recomposición,Chicas,Solo gomas,Avanzado,2,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-2 DIAS
1087,Recomposición,Chicas,Solo gomas,Avanzado,2,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS
1327,Recomposición,Chicas,Solo gomas,Avanzado,2,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-2 DÍAS
1330,Recomposición,Chicas,Solo gomas,Avanzado,2,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS
1335,Recomposición,Chicas,Solo gomas,Avanzado,2,7,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS
1339,Recomposición,Chicas,Solo gomas,Avanzado,2,8,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-2 DIAS
1343,Recomposición,Chicas,Solo gomas,Avanzado,2,9,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-2 DÍAS
1072,Recomposición,Chicas,Solo gomas,Avanzado,3,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-3 DIAS
1081,Recomposición,Chicas,Solo gomas,Avanzado,3,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS
1320,Recomposición,Chicas,Solo gomas,Avanzado,3,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-3 DIAS
1085,Recomposición,Chicas,Solo gomas,Avanzado,3,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS
1326,Recomposición,Chicas,Solo gomas,Avanzado,3,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-3 DÍAS
1331,Recomposición,Chicas,Solo gomas,Avanzado,3,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS
1334,Recomposición,Chicas,Solo gomas,Avanzado,3,7,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS
1338,Recomposición,Chicas,Solo gomas,Avanzado,3,8,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-3 DIAS
1342,Recomposición,Chicas,Solo gomas,Avanzado,3,9,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-3 DÍAS
1324,Recomposición,Chicas,Solo gomas,Avanzado,4,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-4 DIAS
1322,Recomposición,Chicas,Solo gomas,Avanzado,4,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-4 DIAS
1065,Recomposición,Chicas,Solo gomas,Avanzado,4,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS
1319,Recomposición,Chicas,Solo gomas,Avanzado,4,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS
1084,Recomposición,Chicas,Solo gomas,Avanzado,4,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS
1325,Recomposición,Chicas,Solo gomas,Avanzado,4,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-4 DÍAS
1328,Recomposición,Chicas,Solo gomas,Avanzado,4,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS
1333,Recomposición,Chicas,Solo gomas,Avanzado,4,7,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS
1337,Recomposición,Chicas,Solo gomas,Avanzado,4,8,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS
1341,Recomposición,Chicas,Solo gomas,Avanzado,4,9,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-4 DÍAS
1071,Recomposición,Chicas,Solo gomas,Avanzado,5,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-5 DIAS
1064,Recomposición,Chicas,Solo gomas,Avanzado,5,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS
1318,Recomposición,Chicas,Solo gomas,Avanzado,5,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS
1083,Recomposición,Chicas,Solo gomas,Avanzado,5,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-5 DIAS
1323,Recomposición,Chicas,Solo gomas,Avanzado,5,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-5 DÍAS
1329,Recomposición,Chicas,Solo gomas,Avanzado,5,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS
1332,Recomposición,Chicas,Solo gomas,Avanzado,5,7,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS
1336,Recomposición,Chicas,Solo gomas,Avanzado,5,8,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS
1340,Recomposición,Chicas,Solo gomas,Avanzado,5,9,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-5 DÍAS
1347,Recomposición,Chicas,Solo gomas,Principiante,2,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-2 DIAS
1351,Recomposición,Chicas,Solo gomas,Principiante,2,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS
1355,Recomposición,Chicas,Solo gomas,Principiante,2,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS
1359,Recomposición,Chicas,Solo gomas,Principiante,2,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-2 DIAS
1361,Recomposición,Chicas,Solo gomas,Principiante,2,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-2 DÍAS
1365,Recomposición,Chicas,Solo gomas,Principiante,2,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-2 DIAS
1346,Recomposición,Chicas,Solo gomas,Principiante,3,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-3 DIAS
1350,Recomposición,Chicas,Solo gomas,Principiante,3,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS
1354,Recomposición,Chicas,Solo gomas,Principiante,3,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS
1358,Recomposición,Chicas,Solo gomas,Principiante,3,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS
1362,Recomposición,Chicas,Solo gomas,Principiante,3,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-3 DÍAS
1367,Recomposición,Chicas,Solo gomas,Principiante,3,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-3 DIAS
1345,Recomposición,Chicas,Solo gomas,Principiante,4,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS
1349,Recomposición,Chicas,Solo gomas,Principiante,4,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS
1353,Recomposición,Chicas,Solo gomas,Principiante,4,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS
1357,Recomposición,Chicas,Solo gomas,Principiante,4,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS
1360,Recomposición,Chicas,Solo gomas,Principiante,4,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-4 DÍAS
1366,Recomposición,Chicas,Solo gomas,Principiante,4,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-4 DIAS
1344,Recomposición,Chicas,Solo gomas,Principiante,5,1,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS
1348,Recomposición,Chicas,Solo gomas,Principiante,5,2,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS
1352,Recomposición,Chicas,Solo gomas,Principiante,5,3,,RECOMPOSICION-CHICAS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS
1356,Recomposición,Chicas,Solo gomas,Principiante,5,4,,RECOMPOSICION-CHICAS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS
1363,Recomposición,Chicas,Solo gomas,Principiante,5,5,,RECOMPOSICION-CHICAS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-5 DÍAS 
1364,Recomposición,Chicas,Solo gomas,Principiante,5,6,,RECOMPOSICION-CHICAS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-PRINCIPIANTE-5 DIAS
1098,Recomposición,Chicos,Gimnasio,Avanzado,2,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-2 DIAS
1108,Recomposición,Chicos,Gimnasio,Avanzado,2,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS
1091,Recomposición,Chicos,Gimnasio,Avanzado,2,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-AVANZADO-2 DIAS
1096,Recomposición,Chicos,Gimnasio,Avanzado,2,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS
1093,Recomposición,Chicos,Gimnasio,Avanzado,2,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-2 DIAS
1110,Recomposición,Chicos,Gimnasio,Avanzado,2,6,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS
1042,Recomposición,Chicos,Gimnasio,Avanzado,2,7,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 7-AVANZADO-2 DIAS
1026,Recomposición,Chicos,Gimnasio,Avanzado,2,8,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 8-AVANZADO-2 DIAS
1117,Recomposición,Chicos,Gimnasio,Avanzado,2,9,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-2 DÍAS
1111,Recomposición,Chicos,Gimnasio,Avanzado,3,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-3 DIAS
1106,Recomposición,Chicos,Gimnasio,Avanzado,3,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS
1101,Recomposición,Chicos,Gimnasio,Avanzado,3,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-AVANZADO-3 DIAS
1092,Recomposición,Chicos,Gimnasio,Avanzado,3,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS
1094,Recomposición,Chicos,Gimnasio,Avanzado,3,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-3 DIAS
1112,Recomposición,Chicos,Gimnasio,Avanzado,3,6,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS
1041,Recomposición,Chicos,Gimnasio,Avanzado,3,7,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 7-AVANZADO-3 DIAS
1025,Recomposición,Chicos,Gimnasio,Avanzado,3,8,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 8-AVANZADO-3 DIAS
1116,Recomposición,Chicos,Gimnasio,Avanzado,3,9,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-3 DÍAS
1099,Recomposición,Chicos,Gimnasio,Avanzado,4,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-4 DIAS
1107,Recomposición,Chicos,Gimnasio,Avanzado,4,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS
1090,Recomposición,Chicos,Gimnasio,Avanzado,4,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-AVANZADO-4 DIAS
1102,Recomposición,Chicos,Gimnasio,Avanzado,4,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS
1097,Recomposición,Chicos,Gimnasio,Avanzado,4,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-4 DIAS
1089,Recomposición,Chicos,Gimnasio,Avanzado,4,6,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS
1113,Recomposición,Chicos,Gimnasio,Avanzado,4,7,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 7-AVANZADO-4 DIAS
1044,Recomposición,Chicos,Gimnasio,Avanzado,4,8,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS
1114,Recomposición,Chicos,Gimnasio,Avanzado,4,9,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-4 DIAS
1109,Recomposición,Chicos,Gimnasio,Avanzado,5,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-AVANZADO-5 DIAS
1088,Recomposición,Chicos,Gimnasio,Avanzado,5,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS
1105,Recomposición,Chicos,Gimnasio,Avanzado,5,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-AVANZADO-5 DIAS
1103,Recomposición,Chicos,Gimnasio,Avanzado,5,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-AVANZADO-5 DIAS
1095,Recomposición,Chicos,Gimnasio,Avanzado,5,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-AVANZADO-5 DIAS
1100,Recomposición,Chicos,Gimnasio,Avanzado,5,6,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS
1030,Recomposición,Chicos,Gimnasio,Avanzado,5,7,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 7-AVANZADO-5 DIAS
1043,Recomposición,Chicos,Gimnasio,Avanzado,5,8,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS
1115,Recomposición,Chicos,Gimnasio,Avanzado,5,9,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 9-AVANZADO-5 DÍAS
1134,Recomposición,Chicos,Gimnasio,Principiante,1,,SÍ,RECOMPOSICION-PRUEBA-KATA-DIA5
1008,Recomposición,Chicos,Gimnasio,Principiante,2,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-PRINCIPIANTE-2 DIAS
1012,Recomposición,Chicos,Gimnasio,Principiante,2,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS
1126,Recomposición,Chicos,Gimnasio,Principiante,2,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS
1127,Recomposición,Chicos,Gimnasio,Principiante,2,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-2 DIAS
1132,Recomposición,Chicos,Gimnasio,Principiante,2,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-2 DIAS
1121,Recomposición,Chicos,Gimnasio,Principiante,2,6,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-2 DIAS
1007,Recomposición,Chicos,Gimnasio,Principiante,3,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-PRINCIPIANTE-3 DIAS
1011,Recomposición,Chicos,Gimnasio,Principiante,3,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS
1124,Recomposición,Chicos,Gimnasio,Principiante,3,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS
1122,Recomposición,Chicos,Gimnasio,Principiante,3,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS
1131,Recomposición,Chicos,Gimnasio,Principiante,3,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-3 DIAS
1120,Recomposición,Chicos,Gimnasio,Principiante,3,6,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-3 DIAS
1006,Recomposición,Chicos,Gimnasio,Principiante,4,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-PRINCIPIANTE-4 DIAS
1010,Recomposición,Chicos,Gimnasio,Principiante,4,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS
1125,Recomposición,Chicos,Gimnasio,Principiante,4,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS
1129,Recomposición,Chicos,Gimnasio,Principiante,4,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS
1133,Recomposición,Chicos,Gimnasio,Principiante,4,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-4 DIAS
1119,Recomposición,Chicos,Gimnasio,Principiante,4,6,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-4 DIAS
