id,sub_objetivo,genero,lugar,nivel,dias,fase_mes,es_prueba,nombre
1368,Recomposición,Chicos,Gimnasio,Principiante,4,,SÍ,RECOMPOSICION-ddd
1005,Recomposición,Chicos,Gimnasio,Principiante,5,1,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 1-PRINCIPIANTE-5 DIAS
1009,Recomposición,Chicos,Gimnasio,Principiante,5,2,,RECOMPOSICION-CHICOS-GIMNASIO-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS
1123,Recomposición,Chicos,Gimnasio,Principiante,5,3,,RECOMPOSICION-CHICOS-GIMNASIO-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS
1128,Recomposición,Chicos,Gimnasio,Principiante,5,4,,RECOMPOSICION-CHICOS-GIMNASIO-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS
1130,Recomposición,Chicos,Gimnasio,Principiante,5,5,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 5-PRINCIPIANTE-5 DIAS
1118,Recomposición,Chicos,Gimnasio,Principiante,5,6,,RECOMPOSICION-CHICOS-GIMNASIO-WEIDER-MES 6-PRINCIPIANTE-5 DIAS
1032,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-2 DIAS
1029,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS
1048,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-2 DIAS
1141,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS
1140,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMA-WEIDER-MES 5-AVANZADO-2 DIAS
1149,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS
1143,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,7,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS
1153,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,8,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-2 DIAS
1157,Recomposición,Chicos,Mancuernas y gomas,Avanzado,2,9,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMA-WEIDER-MES 9-AVANZADO-2 DIAS
1031,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-3 DIAS
1040,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS
1047,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-3 DIAS
1063,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS
1139,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-3 DIAS
1148,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS
1144,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,7,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS
1152,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,8,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-3 DIAS
1156,Recomposición,Chicos,Mancuernas y gomas,Avanzado,3,9,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-3 DIAS
1136,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-4 DIAS
1028,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS
1046,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS
1050,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS
1138,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-4 DIAS
1147,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS
1142,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,7,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS
1151,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,8,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS
1155,Recomposición,Chicos,Mancuernas y gomas,Avanzado,4,9,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-4 DIAS
1135,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-AVANZADO-5 DIAS
1027,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS
1045,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS
1049,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-5 DIAS
1137,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-AVANZADO-5 DIAS
1146,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS
1145,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,7,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS
1150,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,8,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS
1154,Recomposición,Chicos,Mancuernas y gomas,Avanzado,5,9,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 9-AVANZADO-5 DIAS
1161,Recomposición,Chicos,Mancuernas y gomas,Principiante,2,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-2 DIAS
1165,Recomposición,Chicos,Mancuernas y gomas,Principiante,2,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS
1169,Recomposición,Chicos,Mancuernas y gomas,Principiante,2,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS
1172,Recomposición,Chicos,Mancuernas y gomas,Principiante,2,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-2 DIAS
1177,Recomposición,Chicos,Mancuernas y gomas,Principiante,2,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMA-WEIDER-MES 5-PRINCIPIANTE-2 DIAS
1181,Recomposición,Chicos,Mancuernas y gomas,Principiante,2,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-2 DIAS
1160,Recomposición,Chicos,Mancuernas y gomas,Principiante,3,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-3 DIAS
1164,Recomposición,Chicos,Mancuernas y gomas,Principiante,3,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS
1168,Recomposición,Chicos,Mancuernas y gomas,Principiante,3,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS
1171,Recomposición,Chicos,Mancuernas y gomas,Principiante,3,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS
1176,Recomposición,Chicos,Mancuernas y gomas,Principiante,3,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-3 DIAS
1180,Recomposición,Chicos,Mancuernas y gomas,Principiante,3,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-3 DIAS
1159,Recomposición,Chicos,Mancuernas y gomas,Principiante,4,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS
1163,Recomposición,Chicos,Mancuernas y gomas,Principiante,4,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS
1167,Recomposición,Chicos,Mancuernas y gomas,Principiante,4,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS
1173,Recomposición,Chicos,Mancuernas y gomas,Principiante,4,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS
1175,Recomposición,Chicos,Mancuernas y gomas,Principiante,4,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-4 DIAS
1179,Recomposición,Chicos,Mancuernas y gomas,Principiante,4,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS
1158,Recomposición,Chicos,Mancuernas y gomas,Principiante,5,1,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS
1162,Recomposición,Chicos,Mancuernas y gomas,Principiante,5,2,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS
1166,Recomposición,Chicos,Mancuernas y gomas,Principiante,5,3,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS
1170,Recomposición,Chicos,Mancuernas y gomas,Principiante,5,4,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS
1174,Recomposición,Chicos,Mancuernas y gomas,Principiante,5,5,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 5-PRINCIPIANTE-5 DIAS
1178,Recomposición,Chicos,Mancuernas y gomas,Principiante,5,6,,RECOMPOSICION-CHICOS-MANCUERNAS Y GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS
1036,Recomposición,Chicos,Solo gomas,Avanzado,2,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-2 DIAS
1067,Recomposición,Chicos,Solo gomas,Avanzado,2,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-2 DIAS
1076,Recomposición,Chicos,Solo gomas,Avanzado,2,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-2 DIAS
1080,Recomposición,Chicos,Solo gomas,Avanzado,2,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-2 DIAS
1186,Recomposición,Chicos,Solo gomas,Avanzado,2,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-2 DIAS
1194,Recomposición,Chicos,Solo gomas,Avanzado,2,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-2 DIAS
1188,Recomposición,Chicos,Solo gomas,Avanzado,2,7,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-2 DIAS
1198,Recomposición,Chicos,Solo gomas,Avanzado,2,8,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-2 DIAS
1202,Recomposición,Chicos,Solo gomas,Avanzado,2,9,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-2 DIAS
1035,Recomposición,Chicos,Solo gomas,Avanzado,3,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-3 DIAS
1086,Recomposición,Chicos,Solo gomas,Avanzado,3,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-3 DIAS
1075,Recomposición,Chicos,Solo gomas,Avanzado,3,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-3 DIAS
1079,Recomposición,Chicos,Solo gomas,Avanzado,3,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-3 DIAS
1185,Recomposición,Chicos,Solo gomas,Avanzado,3,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-3 DIAS
1193,Recomposición,Chicos,Solo gomas,Avanzado,3,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-3 DIAS
1190,Recomposición,Chicos,Solo gomas,Avanzado,3,7,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-3 DIAS
1197,Recomposición,Chicos,Solo gomas,Avanzado,3,8,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-3 DIAS
1201,Recomposición,Chicos,Solo gomas,Avanzado,3,9,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-3 DIAS
1034,Recomposición,Chicos,Solo gomas,Avanzado,4,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-4 DIAS
1182,Recomposición,Chicos,Solo gomas,Avanzado,4,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-4 DIAS
1074,Recomposición,Chicos,Solo gomas,Avanzado,4,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-4 DIAS
1078,Recomposición,Chicos,Solo gomas,Avanzado,4,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-4 DIAS
1184,Recomposición,Chicos,Solo gomas,Avanzado,4,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-4 DIAS
1192,Recomposición,Chicos,Solo gomas,Avanzado,4,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-4 DIAS
1189,Recomposición,Chicos,Solo gomas,Avanzado,4,7,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-4 DIAS
1196,Recomposición,Chicos,Solo gomas,Avanzado,4,8,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-4 DIAS
1200,Recomposición,Chicos,Solo gomas,Avanzado,4,9,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-4 DIAS
1033,Recomposición,Chicos,Solo gomas,Avanzado,5,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-AVANZADO-5 DIAS
1066,Recomposición,Chicos,Solo gomas,Avanzado,5,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-AVANZADO-5 DIAS
1104,Recomposición,Chicos,Solo gomas,Avanzado,5,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-AVANZADO-5 DIAS
1077,Recomposición,Chicos,Solo gomas,Avanzado,5,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-AVANZADO-5 DIAS
1183,Recomposición,Chicos,Solo gomas,Avanzado,5,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-AVANZADO-5 DIAS
1191,Recomposición,Chicos,Solo gomas,Avanzado,5,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 6-AVANZADO-5 DIAS
1187,Recomposición,Chicos,Solo gomas,Avanzado,5,7,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 7-AVANZADO-5 DIAS
1195,Recomposición,Chicos,Solo gomas,Avanzado,5,8,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 8-AVANZADO-5 DIAS
1199,Recomposición,Chicos,Solo gomas,Avanzado,5,9,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 9-AVANZADO-5 DIAS
1206,Recomposición,Chicos,Solo gomas,Principiante,2,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-2 DIAS
1210,Recomposición,Chicos,Solo gomas,Principiante,2,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-2 DIAS
1213,Recomposición,Chicos,Solo gomas,Principiante,2,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-2 DIAS
1218,Recomposición,Chicos,Solo gomas,Principiante,2,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-2 DIAS
1222,Recomposición,Chicos,Solo gomas,Principiante,2,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-2 DIAS
1225,Recomposición,Chicos,Solo gomas,Principiante,2,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 6-PRINCIPIANTE-2 DIAS
1205,Recomposición,Chicos,Solo gomas,Principiante,3,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-3 DIAS
1209,Recomposición,Chicos,Solo gomas,Principiante,3,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-3 DIAS
1214,Recomposición,Chicos,Solo gomas,Principiante,3,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-3 DIAS
1217,Recomposición,Chicos,Solo gomas,Principiante,3,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-3 DIAS
1221,Recomposición,Chicos,Solo gomas,Principiante,3,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-3 DIAS
1226,Recomposición,Chicos,Solo gomas,Principiante,3,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 6-PRINCIPIANTE-3 DIAS
1204,Recomposición,Chicos,Solo gomas,Principiante,4,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-4 DIAS
1208,Recomposición,Chicos,Solo gomas,Principiante,4,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-4 DIAS
1212,Recomposición,Chicos,Solo gomas,Principiante,4,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-4 DIAS
1216,Recomposición,Chicos,Solo gomas,Principiante,4,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-4 DIAS
1220,Recomposición,Chicos,Solo gomas,Principiante,4,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-4 DIAS
1224,Recomposición,Chicos,Solo gomas,Principiante,4,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 6-PRINCIPIANTE-4 DIAS
1203,Recomposición,Chicos,Solo gomas,Principiante,5,1,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 1-PRINCIPIANTE-5 DIAS
1207,Recomposición,Chicos,Solo gomas,Principiante,5,2,,RECOMPOSICION-CHICOS-SOLO GOMAS-EMPUJES Y TRACCIONES-MES 2-PRINCIPIANTE-5 DIAS
1211,Recomposición,Chicos,Solo gomas,Principiante,5,3,,RECOMPOSICION-CHICOS-SOLO GOMAS-TORSO PIERNA-MES 3-PRINCIPIANTE-5 DIAS
1215,Recomposición,Chicos,Solo gomas,Principiante,5,4,,RECOMPOSICION-CHICOS-SOLO GOMAS-FULLBODY DESCEN-MES 4-PRINCIPIANTE-5 DIAS
1219,Recomposición,Chicos,Solo gomas,Principiante,5,5,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 5-PRINCIPIANTE-5 DIAS
1223,Recomposición,Chicos,Solo gomas,Principiante,5,6,,RECOMPOSICION-CHICOS-SOLO GOMAS-WEIDER-MES 6-PRINCIPIANTE-5 DIAS
